name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
nbody,jruby,2,50000000,1137,421.310,804512,0,24% 43% 12% 26%,407.013
nbody,gpp,3,50000000,1763,8.234,1924,0,1% 0% 100% 1%,8.237
nbody,hack,3,50000000,1080,1669.358,87344,0,2% 26% 7% 67%,1669.740
nbody,swift,8,50000000,1346,23.763,15632,0,0% 1% 100% 0%,23.770
nbody,fpascal,2,50000000,1339,22.739,8,0,100% 1% 0% 0%,22.744
nbody,erlang,3,50000000,1399,377.056,24140,0,1% 100% 0% 1%,377.148
nbody,sbcl,1,50000000,1368,42.524,17668,0,0% 83% 19% 0%,42.533
nbody,ghc,1,50000000,1706,100.240,4120,0,99% 98% 100% 99%,25.335
nbody,gnat,3,50000000,1750,23.561,2096,0,1% 0% 0% 100%,23.567
nbody,mri,2,50000000,1137,4438.511,3856,0,0% 0% 99% 1%,4439.825
nbody,swift,3,50000000,1204,203.561,7488,0,12% 88% 0% 0%,203.611
nbody,ifc,1,50000000,1393,19.606,8,0,100% 0% 1% 0%,19.610
nbody,fpascal,3,50000000,1435,24.910,8,0,0% 0% 0% 100%,24.915
nbody,perl,2,50000000,1429,710.514,5244,0,0% 1% 0% 100%,710.661
nbody,ocaml,1,50000000,1251,21.669,1588,0,61% 1% 0% 39%,21.674
nbody,java,5,50000000,1429,22.605,32892,0,1% 0% 0% 100%,22.512
nbody,ifc,5,50000000,1664,9.091,8,0,100% 0% 1% 0%,9.094
nbody,java,3,50000000,1430,22.880,33160,0,100% 1% 1% 1%,22.779
nbody,typescript,3,50000000,1348,27.224,32840,0,100% 1% 0% 0%,27.224
nbody,swift,4,50000000,1357,21.920,15648,0,100% 1% 0% 0%,21.926
nbody,python3,1,50000000,1196,838.202,10324,0,95% 1% 5% 0%,838.391
nbody,fsharpcore,1,50000000,1267,25.599,68572,0,48% 4% 9% 41%,25.514
nbody,csharpcore,1,50000000,1403,22.148,34828,0,100% 0% 1% 1%,22.154
nbody,typescript,1,50000000,1462,117.738,46436,0,1% 72% 29% 1%,115.448
nbody,node,4,50000000,1279,31.642,33632,0,100% 1% 1% 0%,31.643
nbody,node,5,50000000,1193,29.150,33404,0,100% 1% 0% 0%,29.149
nbody,gnat,2,50000000,2617,8.794,2116,0,1% 100% 0% 0%,8.798
nbody,csharpcore,3,50000000,1305,21.731,34780,0,0% 0% 1% 100%,21.738
nbody,gcc,3,50000000,1208,23.435,1204,0,1% 0% 100% 0%,23.441
nbody,hack,5,50000000,1439,666.618,88744,0,9% 1% 1% 91%,666.770
nbody,csharpcore,6,50000000,1289,24.591,35016,0,1% 0% 100% 1%,24.597
nbody,swift,2,50000000,1192,32.534,7612,0,88% 13% 0% 0%,32.543
nbody,racket,2,50000000,1689,53.890,26192,0,0% 0% 0% 100%,53.893
nbody,gpp,8,50000000,1544,9.040,1204,0,0% 100% 0% 1%,9.043
nbody,go,3,50000000,1200,21.470,1536,0,0% 0% 100% 0%,21.470
nbody,ifc,6,50000000,1524,8.209,8,0,0% 100% 1% 0%,8.212
nbody,ifc,2,50000000,1500,19.710,8,0,100% 0% 1% 0%,19.714
nbody,fsharpcore,3,50000000,1617,24.083,37096,0,28% 73% 0% 1%,24.088
nbody,ifc,3,50000000,1305,22.408,8,0,0% 1% 100% 0%,22.414
nbody,gcc,1,50000000,1173,20.090,1180,0,0% 0% 0% 100%,20.095
nbody,gcc,6,50000000,1180,21.007,1172,0,1% 0% 100% 0%,21.012
nbody,gcc,5,50000000,1429,20.331,828,0,1% 0% 100% 0%,20.337
nbody,chapel,1,50000000,962,20.615,5072,0,100% 0% 1% 0%,20.624
nbody,php,3,50000000,1082,353.773,9220,0,0% 100% 1% 0%,353.842
nbody,node,2,50000000,1537,39.915,33472,0,33% 1% 0% 67%,39.916
nbody,go,1,50000000,1310,21.375,1536,0,0% 0% 100% 0%,21.374
nbody,kotlin,5,50000000,1349,23.180,33068,0,1% 99% 1% 1%,23.078
nbody,node,1,50000000,1297,26.350,34068,0,100% 0% 0% 0%,26.348
nbody,csharpcore,2,50000000,1410,22.046,34936,0,0% 100% 1% 0%,22.051
nbody,lua,1,50000000,1201,458.917,1488,0,0% 100% 1% 0%,459.001
nbody,ifc,4,50000000,1179,21.674,8,0,100% 0% 1% 0%,21.679
nbody,lua,4,50000000,1305,404.760,1404,0,0% 98% 3% 0%,404.834
nbody,csharpcore,9,50000000,1299,0.000,768,-10,5% 100% 3% 3%,0.384
nbody,dart,3,50000000,1426,27.644,47520,0,0% 11% 89% 0%,27.495
nbody,gnat,1,50000000,1618,24.106,2144,0,1% 0% 25% 75%,24.113
nbody,csharpcore,4,50000000,1404,22.463,34972,0,0% 1% 100% 0%,22.468
nbody,sbcl,2,50000000,1403,27.120,17668,0,100% 1% 0% 0%,27.126
nbody,ghc,2,50000000,1883,21.911,4068,0,100% 1% 0% 0%,21.905
nbody,gpp,4,50000000,1428,20.278,868,0,0% 0% 1% 100%,20.285
nbody,csharpcore,7,50000000,1542,21.386,34840,0,100% 1% 1% 1%,21.392
nbody,java,1,50000000,1430,22.837,34464,0,0% 91% 9% 1%,22.729
pidigits,chapel,1,10000,501,1.628,6416,0,100% 2% 0% 1%,1.618
pidigits,lua,7,10000,477,0.000,0,-2,%,0.000
pidigits,swift,2,10000,601,1.749,8948,0,1% 1% 1% 100%,1.751
pidigits,swift,1,10000,1017,0.000,0,-11,%,0.000
pidigits,sbcl,4,10000,940,1.791,20196,0,1% 2% 1% 100%,1.793
pidigits,php,5,10000,399,2.114,10664,0,100% 0% 1% 1%,2.116
pidigits,node,2,10000,420,0.000,0,-2,0% 0% 92% 0%,0.119
pidigits,ghc,4,10000,311,0.000,0,-11,%,0.000
pidigits,racket,2,10000,1136,2.184,26440,0,0% 100% 1% 0%,2.186
pidigits,sbcl,3,10000,493,11.964,325776,0,0% 1% 100% 0%,11.985
pidigits,sbcl,2,10000,648,21.009,333764,0,0% 100% 1% 0%,21.043
pidigits,erlang,1,10000,559,16.908,36532,0,1% 6% 95% 1%,16.807
pidigits,csharpcore,3,10000,1026,3.081,36544,0,1% 1% 2% 100%,3.083
pidigits,perl,1,10000,463,15.439,10876,0,0% 81% 19% 1%,15.446
pidigits,csharpcore,2,10000,856,0.000,67684,-2,2% 75% 24% 2%,1.029
pidigits,gnat,2,10000,1068,1.748,4312,0,1% 0% 100% 0%,1.750
pidigits,lua,1,10000,522,0.000,0,-2,0% 0% 0% 100%,0.021
pidigits,gpp,4,10000,513,1.883,4284,0,5% 0% 1% 100%,1.885
pidigits,fpascal,1,10000,3060,25.217,652,0,100% 0% 1% 0%,25.223
pidigits,go,3,10000,603,2.021,9256,0,0% 0% 100% 0%,2.022
pidigits,jruby,5,10000,485,0.000,218736,-2,73% 83% 69% 64%,3.099
pidigits,php,3,10000,504,2.136,10672,0,1% 0% 0% 100%,2.139
pidigits,truffle,5,10000,485,0.000,320644,-2,86% 90% 85% 88%,7.970
pidigits,ifc,3,10000,969,0.000,0,-11,%,0.000
pidigits,hipe,1,10000,559,16.345,35912,0,1% 1% 99% 2%,16.032
pidigits,python3,2,10000,386,3.428,12716,0,100% 1% 1% 0%,3.430
pidigits,yarv,1,10000,518,27.536,161088,0,0% 1% 100% 0%,27.577
pidigits,erlang,2,10000,512,18.924,37528,0,9% 1% 100% 10%,16.251
pidigits,php,1,10000,736,545.274,11680,0,0% 91% 10% 0%,545.397
pidigits,fsharpcore,1,10000,513,44.710,100876,0,34% 23% 24% 30%,41.233
pidigits,sbcl,1,10000,1064,0.000,0,-10,0% 0% 0% 100%,0.022
pidigits,php,4,10000,389,2.122,10512,0,100% 0% 0% 2%,2.124
pidigits,mri,5,10000,485,0.000,0,-2,%,0.000
pidigits,fsharpcore,4,10000,874,3.044,38168,0,1% 0% 99% 3%,3.046
pidigits,mri,2,10000,658,0.000,0,-2,%,0.000
pidigits,rust,1,10000,1420,1.745,4644,0,0% 1% 1% 100%,1.747
pidigits,truffle,2,10000,658,0.000,309316,-2,89% 84% 89% 85%,7.326
pidigits,gnat,1,10000,1157,10.934,4784,0,1% 100% 0% 0%,10.938
pidigits,ocaml,5,10000,458,6.698,19940,0,1% 0% 100% 1%,6.710
pidigits,fpascal,2,10000,828,10.930,2628,0,100% 0% 0% 0%,10.934
pidigits,mri,1,10000,518,29.341,17712,0,0% 0% 100% 0%,29.387
pidigits,rust,2,10000,1306,1.745,4620,0,1% 100% 1% 0%,1.747
pidigits,fsharpcore,3,10000,909,3.054,37836,0,0% 1% 1% 100%,3.056
pidigits,hack,1,10000,735,0.000,88276,-10,1% 100% 1% 1%,18.714
pidigits,go,2,10000,733,2.932,9344,0,0% 100% 0% 0%,2.932
pidigits,gpp,3,10000,663,0.000,8624,-1,1% 64% 37% 0%,300.592
pidigits,java,1,10000,800,21.495,312608,0,50% 5% 4% 53%,19.672
pidigits,racket,1,10000,453,27.556,124156,0,100% 1% 0% 0%,27.576
pidigits,lua,5,10000,479,0.000,0,-2,%,0.000
pidigits,vw,4,10000,773,13.356,55996,0,1% 1% 100% 1%,13.371
pidigits,fsharpcore,2,10000,701,27.690,80396,0,31% 20% 26% 33%,25.579
pidigits,gcc,1,10000,452,1.744,2728,0,1% 2% 0% 100%,1.746
pidigits,yarv,5,10000,485,2.962,306652,0,1% 0% 3% 100%,2.967
pidigits,yarv,2,10000,658,8.295,158000,0,1% 100% 0% 0%,8.311
pidigits,dart,1,10000,603,11.614,65064,0,99% 3% 2% 1%,11.415
pidigits,hipe,2,10000,512,17.612,46412,0,12% 27% 5% 77%,14.646
pidigits,fpascal,3,10000,530,1.724,2428,0,0% 2% 100% 1%,1.726
pidigits,jruby,1,10000,518,35.844,804068,0,20% 20% 38% 71%,24.352
pidigits,java,2,10000,938,3.355,36984,0,4% 4% 99% 3%,3.128
pidigits,chapel,2,10000,423,1.633,6512,0,99% 1% 0% 1%,1.624
pidigits,truffle,1,10000,518,67.271,562844,0,55% 50% 55% 53%,31.608
pidigits,go,1,10000,708,2.928,9744,0,33% 3% 1% 65%,2.920
pidigits,ifc,1,10000,1768,0.000,3416,-2,2% 0% 0% 100%,0.610
pidigits,rust,3,10000,1366,1.740,4672,0,1% 1% 100% 0%,1.742
pidigits,perl,2,10000,389,3.830,7320,0,2% 1% 100% 1%,3.833
pidigits,perl,4,10000,261,3.501,7348,0,100% 1% 1% 1%,3.504
pidigits,php,2,10000,545,3.203,10968,0,1% 0% 1% 100%,3.206
regexredux,jruby,2,5000000,431,63.992,1375512,0,74% 60% 41% 51%,28.520
regexredux,ghc,2,5000000,1537,0.000,0,-11,%,0.000
regexredux,truffle,3,5000000,751,222.304,1687828,0,43% 38% 38% 44%,136.925
regexredux,csharpcore,5,5000000,673,104.921,1505248,0,79% 86% 99% 83%,30.239
regexredux,fsharpcore,6,5000000,611,111.708,1670792,0,90% 87% 97% 81%,31.494
regexredux,go,1,5000000,741,129.051,322376,0,70% 66% 50% 54%,53.887
regexredux,java,4,5000000,929,0.000,46600,-10,91% 25% 46% 43%,0.653
regexredux,hipe,6,5000000,1065,0.000,1544,-10,73% 28% 64% 46%,0.255
regexredux,truffle,8,5000000,555,0.000,484984,-2,86% 84% 88% 84%,5.842
regexredux,gpp,1,5000000,656,8.700,200748,0,0% 100% 2% 0%,8.706
regexredux,ocaml,4,5000000,1064,0.000,0,-11,%,0.000
regexredux,csharpcore,6,5000000,640,0.000,40568,-10,42% 81% 57% 38%,0.476
regexredux,csharpcore,8,5000000,823,0.000,764,-10,60% 74% 75% 60%,0.402
regexredux,yarv,3,5000000,751,7.846,314092,0,90% 41% 41% 47%,13.139
regexredux,yarv,8,5000000,555,0.000,0,-10,50% 35% 21% 76%,0.193
regexredux,csharpcore,1,5000000,635,104.183,1311652,0,9% 0% 0% 92%,103.908
regexredux,yarv,6,5000000,473,0.000,696,-10,100% 6% 3% 0%,0.337
regexredux,php,4,5000000,872,0.000,0,-10,75% 33% 33% 100%,0.038
regexredux,csharpcore,4,5000000,856,104.762,1616636,0,80% 90% 91% 82%,30.672
regexredux,node,1,5000000,408,11.901,847584,0,11% 9% 76% 12%,11.175
regexredux,csharpcore,9,5000000,659,104.882,1478884,0,83% 92% 82% 73%,31.868
regexredux,truffle,2,5000000,431,216.297,1807812,0,63% 24% 22% 50%,135.845
regexredux,gnat,6,5000000,3788,0.000,0,-10,60% 80% 60% 50%,0.099
regexredux,java,3,5000000,929,31.297,573972,0,70% 73% 70% 86%,10.508
regexredux,truffle,9,5000000,335,220.050,1583088,0,60% 24% 23% 32%,159.816
regexredux,go,2,5000000,802,59.869,323820,0,69% 46% 50% 48%,28.213
regexredux,gpp,2,5000000,700,8.652,184656,0,39% 61% 34% 16%,5.836
regexredux,csharpcore,2,5000000,595,0.000,40960,-10,59% 46% 75% 40%,0.472
regexredux,rust,2,5000000,701,4.507,148464,0,14% 86% 29% 16%,3.155
regexredux,swift,3,5000000,768,0.000,25664,-10,92% 92% 98% 84%,2.205
regexredux,gpp,4,5000000,1315,4.226,203568,0,48% 53% 57% 99%,1.655
regexredux,hack,4,5000000,868,0.000,81872,-10,19% 19% 68% 13%,0.481
regexredux,gnat,5,5000000,3640,19.530,154280,0,71% 63% 84% 70%,6.800
regexredux,typescript,2,5000000,440,11.870,683348,0,44% 18% 5% 41%,11.040
regexredux,java,1,5000000,868,29.195,608804,0,28% 77% 37% 38%,16.265
regexredux,rust,3,5000000,643,0.000,0,-10,75% 60% 25% 0%,0.043
regexredux,typescript,3,5000000,610,12.229,844952,0,3% 64% 16% 25%,11.429
regexredux,fsharpcore,4,5000000,905,0.000,47864,-10,44% 79% 61% 50%,0.629
regexredux,perl,2,5000000,710,43.311,203776,0,95% 1% 71% 5%,25.376
regexredux,sbcl,3,5000000,1972,0.000,0,-2,%,0.000
regexredux,gcc,2,5000000,1115,4.123,103012,0,100% 1% 1% 0%,4.127
regexredux,mri,2,5000000,431,0.000,6500,-10,100% 2% 2% 0%,0.622
regexredux,csharpcore,7,5000000,905,0.000,48736,-10,45% 76% 56% 69%,0.425
regexredux,hack,1,5000000,815,3.182,238608,0,34% 31% 44% 73%,3.436
regexredux,dart,3,5000000,1050,31.044,673392,0,45% 58% 59% 51%,14.776
regexredux,typescript,1,5000000,440,11.812,649968,0,15% 7% 23% 64%,10.992
regexredux,fpascal,1,5000000,1273,7.785,99480,0,0% 0% 1% 100%,7.795
regexredux,gpp,5,5000000,852,9.267,212648,0,12% 89% 24% 12%,6.853
regexredux,go,3,5000000,829,133.715,679144,0,49% 74% 75% 49%,54.314
regexredux,node,2,5000000,432,12.867,664332,0,36% 47% 8% 19%,11.957
regexredux,mri,6,5000000,473,0.000,0,-2,100% 0% 100% 0%,0.008
regexredux,fsharpcore,5,5000000,529,111.001,1446740,0,92% 89% 85% 91%,31.020
regexredux,swift,2,5000000,671,94.908,691900,0,69% 32% 0% 0%,94.959
regexredux,java,5,5000000,939,0.000,41776,-10,82% 72% 60% 83%,0.665
regexredux,dart,2,5000000,685,32.243,454592,0,10% 5% 81% 13%,30.075
regexredux,gcc,3,5000000,1266,4.165,103480,0,31% 22% 23% 100%,2.376
regexredux,truffle,6,5000000,473,0.000,546948,-10,88% 87% 86% 84%,7.478
regexredux,fsharpcore,3,5000000,886,0.000,55500,-10,47% 61% 65% 51%,0.660
regexredux,gpp,3,5000000,853,0.000,0,-11,%,0.000
regexredux,rust,1,5000000,804,4.413,180660,0,16% 16% 16% 100%,3.006
regexredux,python3,1,5000000,512,27.437,447324,0,25% 33% 32% 91%,15.218
regexredux,racket,1,5000000,541,54.090,1006828,0,90% 0% 0% 11%,54.088
regexredux,yarv,9,5000000,322,34.243,312324,0,0% 0% 100% 0%,34.255
regexredux,perl,4,5000000,820,43.587,155708,0,63% 86% 53% 96%,14.661
regexredux,csharpcore,3,5000000,815,0.000,756,-10,78% 56% 65% 62%,0.392
regexredux,lua,2,5000000,637,0.000,744,-10,3% 0% 0% 100%,0.342
regexredux,gcc,4,5000000,1230,4.056,152088,0,54% 59% 60% 100%,1.495
regexredux,fpascal,2,5000000,1503,5.243,102432,0,19% 90% 15% 14%,3.814
regexredux,java,6,5000000,740,30.583,603452,0,69% 64% 87% 64%,10.840
regexredux,mri,9,5000000,322,0.000,6616,-10,0% 0% 2% 98%,0.597
regexredux,php,1,5000000,816,2.459,270048,0,38% 39% 85% 38%,2.627
regexredux,mri,8,5000000,555,0.000,0,-2,65% 70% 75% 68%,0.201
regexredux,fsharpcore,2,5000000,426,110.485,1422104,0,85% 0% 1% 15%,110.225
regexredux,mri,3,5000000,727,0.000,2188,-10,87% 52% 50% 50%,0.292
regexredux,fsharpcore,1,5000000,646,0.000,184820,-10,48% 76% 61% 36%,5.183
regexredux,ocaml,2,5000000,637,24.639,968800,0,1% 1% 0% 100%,24.660
regexredux,java,2,5000000,1539,0.000,35140,-10,64% 70% 88% 57%,0.569
regexredux,perl,3,5000000,854,44.286,156260,0,60% 89% 51% 96%,14.978
regexredux,swift,1,5000000,715,141.079,897668,0,74% 29% 67% 21%,75.544
regexredux,perl,1,5000000,464,34.280,204320,0,0% 0% 0% 100%,34.292
regexredux,chapel,1,5000000,477,15.644,642972,0,100% 13% 14% 70%,8.126
regexredux,erlang,6,5000000,1060,0.000,1460,-10,55% 64% 74% 55%,0.223
regexredux,go,4,5000000,829,71.274,383640,0,82% 52% 54% 52%,29.813
regexredux,yarv,2,5000000,431,25.634,311964,0,6% 4% 60% 31%,25.642
revcomp,hack,2,100000000,273,0.000,95564,-10,0% 33% 99% 0%,7.024
revcomp,typescript,1,100000000,1141,18.718,706952,0,47% 23% 10% 29%,17.353
revcomp,gcc,6,100000000,820,2.626,796160,0,1% 69% 17% 53%,1.929
revcomp,ghc,2,100000000,982,32.411,3460312,0,56% 74% 65% 49%,25.855
revcomp,ocaml,4,100000000,2079,0.000,0,-11,%,0.000
revcomp,racket,1,100000000,553,55.193,1726720,0,0% 0% 0% 100%,55.214
revcomp,fsharpcore,2,100000000,1608,0.000,316224,-2,14% 45% 19% 43%,48.269
revcomp,gcc,3,100000000,1438,3.959,994468,0,48% 44% 95% 44%,1.749
revcomp,rust,3,100000000,1382,3.492,995124,0,17% 17% 16% 100%,2.362
revcomp,csharpcore,6,100000000,1621,7.092,1033232,0,35% 73% 52% 91%,2.937
revcomp,go,5,100000000,996,7.184,1355812,0,50% 26% 33% 20%,5.642
revcomp,go,3,100000000,605,4.254,826360,0,4% 97% 4% 0%,4.096
revcomp,hipe,4,100000000,1171,241.543,1996644,0,54% 25% 21% 37%,183.546
revcomp,fpascal,2,100000000,771,8.309,509364,0,100% 0% 0% 0%,8.322
revcomp,hipe,3,100000000,630,291.274,3395544,0,53% 19% 18% 36%,310.042
revcomp,node,2,100000000,1221,26.349,707180,0,76% 4% 2% 25%,24.829
revcomp,gpp,5,100000000,720,42.887,760940,0,2% 26% 74% 1%,42.909
revcomp,ghc,3,100000000,1020,7.815,501324,0,13% 8% 100% 13%,5.850
revcomp,java,6,100000000,752,7.260,2026596,0,21% 63% 12% 25%,6.133
revcomp,gnat,1,100000000,937,21.451,517480,0,2% 0% 0% 100%,21.464
revcomp,go,6,100000000,1338,7.071,2228580,0,43% 44% 28% 46%,4.436
revcomp,vw,1,100000000,926,0.000,0,-11,%,0.000
revcomp,java,8,100000000,2183,7.073,680424,0,52% 70% 43% 63%,3.148
revcomp,yarv,1,100000000,545,0.000,1164204,-2,32% 41% 27% 71%,82.654
revcomp,ocaml,2,100000000,407,0.000,0,-11,%,0.000
revcomp,gpp,2,100000000,1087,4.826,979464,0,35% 10% 11% 75%,3.731
revcomp,ocaml,1,100000000,1368,0.004,33924,0,56% 62% 55% 58%,3.731
revcomp,truffle,1,100000000,568,0.000,3365904,-2,92% 92% 93% 92%,103.872
revcomp,chapel,1,100000000,643,9.058,1003284,0,99% 16% 7% 14%,6.782
revcomp,jruby,3,100000000,517,0.000,3504592,-10,53% 67% 69% 70%,100.917
revcomp,jruby,1,100000000,545,106.687,3556432,0,45% 61% 63% 52%,125.087
revcomp,mri,3,100000000,517,78.677,1397984,0,35% 53% 36% 38%,107.694
revcomp,yarv,2,100000000,264,32.689,497404,0,100% 1% 1% 0%,32.713
revcomp,mri,2,100000000,264,38.921,492568,0,60% 100% 22% 72%,38.948
revcomp,ifc,1,100000000,1019,0.000,0,-11,%,0.000
revcomp,lua,2,100000000,553,75.071,2943804,0,53% 4% 2% 58%,75.981
revcomp,csharpcore,3,100000000,915,34.294,1407308,0,32% 22% 52% 36%,24.641
revcomp,ocaml,3,100000000,1375,0.000,0,-11,%,0.000
revcomp,lua,4,100000000,594,90.103,1483212,0,100% 0% 1% 0%,90.149
revcomp,go,2,100000000,611,4.163,824356,0,1% 35% 68% 2%,4.001
revcomp,swift,1,100000000,1287,4.795,772076,0,10% 8% 19% 82%,4.113
revcomp,dart,3,100000000,555,0.000,1620364,-2,49% 48% 17% 36%,7.710
revcomp,rust,1,100000000,1871,4.119,1031592,0,32% 23% 71% 1%,3.293
revcomp,gpp,3,100000000,840,4.458,499908,0,1% 2% 100% 0%,4.468
revcomp,mri,1,100000000,545,0.000,0,-2,100% 0% 0% 0%,0.007
revcomp,perl,3,100000000,287,10.592,1493876,0,0% 1% 100% 0%,10.606
revcomp,gpp,4,100000000,2280,4.558,980472,0,50% 41% 16% 50%,2.953
revcomp,csharpcore,4,100000000,1714,8.014,1927756,0,82% 21% 17% 22%,5.727
revcomp,java,4,100000000,651,9.861,1923996,0,14% 16% 23% 53%,9.586
revcomp,gnat,2,100000000,3283,4.480,817932,0,37% 24% 57% 0%,3.923
revcomp,chapel,2,100000000,707,5.114,1496196,0,96% 46% 59% 33%,2.212
revcomp,truffle,2,100000000,264,437.268,3372664,0,80% 47% 52% 43%,448.079
revcomp,php,3,100000000,438,7.574,516904,0,3% 59% 29% 59%,12.078
revcomp,gpp,1,100000000,592,11.408,979760,0,1% 0% 1% 100%,11.423
revcomp,php,1,100000000,312,14.938,1473012,0,100% 0% 1% 0%,14.964
revcomp,jruby,2,100000000,264,246.256,2277264,0,16% 34% 24% 32%,241.689
revcomp,go,1,100000000,1254,0.000,224644,-2,16% 26% 1% 85%,0.872
revcomp,ifc,2,100000000,772,0.000,0,-11,%,0.000
revcomp,yarv,3,100000000,517,33.694,1499188,0,51% 32% 28% 55%,66.018
revcomp,racket,2,100000000,1030,17.071,555148,0,100% 1% 1% 2%,17.076
revcomp,csharpcore,2,100000000,1674,9.468,2608912,0,69% 39% 31% 35%,6.141
revcomp,gcc,4,100000000,709,7.589,500308,0,1% 0% 100% 1%,7.598
revcomp,gcc,1,100000000,1874,4.152,1971008,0,19% 91% 11% 18%,4.539
revcomp,dart,2,100000000,561,0.000,1621568,-2,38% 62% 26% 19%,7.458
revcomp,truffle,3,100000000,537,0.000,3373708,-2,95% 94% 95% 94%,1092.740
revcomp,java,3,100000000,1722,11.036,1145884,0,85% 42% 53% 43%,5.018
revcomp,csharpcore,1,100000000,1109,7.040,1029428,0,98% 2% 2% 1%,7.041
revcomp,gcc,2,100000000,750,3.143,994312,0,85% 9% 41% 16%,2.127
revcomp,hipe,1,100000000,1302,110.609,2070992,0,56% 57% 57% 74%,45.528
revcomp,rust,2,100000000,1376,2.749,995084,0,100% 24% 26% 24%,1.619
revcomp,hack,1,100000000,309,0.000,93232,-10,21% 56% 5% 14%,6.379
revcomp,gcc,5,100000000,647,2.802,994084,0,100% 0% 1% 0%,2.810
revcomp,sbcl,1,100000000,904,11.291,1406764,0,0% 100% 2% 0%,11.307
revcomp,fsharpcore,1,100000000,595,273.258,3308844,0,30% 62% 41% 78%,269.155
revcomp,java,7,100000000,1647,9.201,1029548,0,17% 73% 70% 14%,24.148
revcomp,python3,6,100000000,814,19.726,1008868,0,9% 69% 35% 30%,18.786
revcomp,python3,4,100000000,335,37.225,3489144,0,45% 27% 22% 57%,219.967
revcomp,node,7,100000000,1103,18.898,708968,0,23% 24% 56% 7%,17.373
revcomp,gpp,6,100000000,1832,8.508,1552928,0,23% 30% 70% 17%,6.155
revcomp,java,5,100000000,1108,7.148,1121596,0,80% 3% 4% 20%,6.806
revcomp,csharpcore,5,100000000,1613,7.268,1032744,0,82% 15% 48% 21%,4.524
revcomp,php,2,100000000,274,17.765,1779140,0,0% 1% 100% 0%,17.796
spectralnorm,go,4,5500,548,15.708,2344,0,100% 100% 100% 100%,3.944
spectralnorm,gcc,3,5500,463,15.750,1312,0,100% 100% 100% 100%,3.952
spectralnorm,gpp,6,5500,1044,7.866,1340,0,99% 100% 99% 99%,1.980
spectralnorm,hipe,1,5500,507,103.920,27684,0,0% 1% 0% 100%,103.897
spectralnorm,gcc,4,5500,1139,8.467,1308,0,100% 100% 100% 100%,2.130
spectralnorm,ghc,4,5500,987,15.712,3960,0,100% 97% 97% 95%,4.046
spectralnorm,sbcl,4,5500,891,40.531,65944,0,90% 92% 93% 91%,11.150
spectralnorm,php,1,5500,1152,147.778,20208,0,100% 100% 100% 100%,37.086
spectralnorm,kotlin,1,5500,515,17.160,35096,0,99% 1% 2% 1%,16.974
spectralnorm,php,3,5500,1210,238.503,20320,0,100% 100% 100% 100%,59.762
spectralnorm,typescript,1,5500,383,15.820,33380,0,0% 100% 1% 0%,15.822
spectralnorm,hipe,2,5500,747,61.953,30428,0,99% 99% 99% 98%,15.747
spectralnorm,gnat,4,5500,2770,7.885,4256,0,98% 98% 98% 98%,2.016
spectralnorm,truffle,1,5500,292,49.874,473876,0,34% 33% 65% 64%,25.343
spectralnorm,vw,2,5500,1054,82.068,244048,0,84% 83% 84% 86%,32.223
spectralnorm,rust,4,5500,817,9.176,2520,0,100% 100% 100% 100%,2.302
spectralnorm,lua,1,5500,329,193.235,2848,0,0% 0% 0% 100%,193.272
spectralnorm,node,2,5500,336,15.815,32444,0,100% 1% 0% 0%,15.816
spectralnorm,java,1,5500,514,16.995,34788,0,2% 100% 1% 1%,16.824
spectralnorm,gpp,8,5500,1278,13.966,1360,0,100% 100% 99% 100%,3.512
spectralnorm,php,2,5500,397,239.834,9240,0,0% 85% 16% 0%,239.883
spectralnorm,fpascal,1,5500,423,15.968,8,0,100% 0% 1% 0%,15.971
spectralnorm,yarv,5,5500,835,484.433,52368,0,96% 97% 97% 96%,125.648
spectralnorm,node,5,5500,393,15.814,32376,0,100% 1% 0% 0%,15.816
spectralnorm,gpp,5,5500,1044,7.956,2044,0,100% 100% 99% 100%,2.001
spectralnorm,racket,3,5500,627,20.548,27228,0,98% 96% 96% 96%,5.324
spectralnorm,dart,1,5500,462,16.053,47892,0,99% 1% 1% 1%,15.915
spectralnorm,rust,3,5500,1053,9.182,2776,0,98% 98% 98% 98%,2.345
spectralnorm,ifc,3,5500,638,7.883,2944,0,100% 100% 100% 99%,1.977
spectralnorm,typescript,2,5500,385,20.997,33680,0,100% 1% 0% 0%,20.986
spectralnorm,hack,3,5500,1212,124.679,88408,0,98% 98% 98% 99%,31.826
spectralnorm,fpascal,2,5500,542,15.806,1980,0,99% 99% 99% 99%,3.979
spectralnorm,truffle,5,5500,862,0.000,418528,-1,3% 4% 4% 4%,300.617
spectralnorm,chapel,1,5500,310,15.771,5228,0,99% 99% 99% 99%,3.988
spectralnorm,fsharpcore,3,5500,721,17.453,37048,0,99% 96% 96% 96%,4.512
spectralnorm,node,3,5500,381,15.810,31964,0,100% 1% 0% 0%,15.812
spectralnorm,python3,6,5500,328,646.952,10676,0,66% 11% 24% 0%,647.122
spectralnorm,jruby,4,5500,326,264.852,783284,0,26% 36% 17% 28%,251.878
spectralnorm,perl,1,5500,333,171.488,6736,0,0% 0% 0% 100%,171.527
spectralnorm,ocaml,2,5500,377,15.687,3624,0,51% 1% 0% 49%,15.691
spectralnorm,csharpcore,3,5500,878,15.821,33784,0,97% 97% 97% 99%,4.058
